t,event_type,task_id,robot_id,payload_json
40.600,BID,roi-019,r01,"{""cost"":0.45976944323644225,""sender"":""r01"",""t"":40.6,""task_id"":""roi-019""}"
40.600,BID,roi-019,r02,"{""cost"":0.40331248526813407,""sender"":""r02"",""t"":40.6,""task_id"":""roi-019""}"
40.600,BID,roi-019,r03,"{""cost"":0.5281217693021046,""sender"":""r03"",""t"":40.6,""task_id"":""roi-019""}"
40.600,BID,roi-019,r04,"{""cost"":0.4553788916761604,""sender"":""r04"",""t"":40.6,""task_id"":""roi-019""}"
40.600,BID,roi-019,r06,"{""cost"":0.405740757365298,""sender"":""r06"",""t"":40.6,""task_id"":""roi-019""}"
41.000,FAILED,survey-09-0016,r02,{}
41.500,AWARD,roi-019,r00,"{""sender"":""r00"",""t"":41.5,""task_id"":""roi-019"",""winners"":[""r00""]}"
42.000,ANNOUNCE,survey-10-0017,r03,"{""deadline"":43.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":42.0,""t_ref"":22.0,""task_id"":""survey-10-0017"",""type"":""survey""}"
43.000,ANNOUNCE,survey-10-0017,r03,"{""deadline"":44.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":43.0,""t_ref"":22.0,""task_id"":""survey-10-0017"",""type"":""survey""}"
44.000,ANNOUNCE,survey-18-0018,r04,"{""deadline"":45.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.4000000000000001],""sender"":""r04"",""t"":44.0,""t_ref"":0.0,""task_id"":""survey-18-0018"",""type"":""survey""}"
44.000,ANNOUNCE,survey-10-0017,r03,"{""deadline"":45.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":44.0,""t_ref"":22.0,""task_id"":""survey-10-0017"",""type"":""survey""}"
45.000,FAILED,survey-10-0017,r03,{}
45.000,ANNOUNCE,survey-18-0018,r04,"{""deadline"":46.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.4000000000000001],""sender"":""r04"",""t"":45.0,""t_ref"":0.0,""task_id"":""survey-18-0018"",""type"":""survey""}"
45.200,DONE,roi-027,r01,"{""sender"":""r01"",""t"":45.2,""task_id"":""roi-027""}"
46.000,ANNOUNCE,survey-20-0019,r06,"{""deadline"":47.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":46.0,""t_ref"":0.0,""task_id"":""survey-20-0019"",""type"":""survey""}"
46.000,ANNOUNCE,survey-21-0020,r00,"{""deadline"":47.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":46.0,""t_ref"":0.0,""task_id"":""survey-21-0020"",""type"":""survey""}"
46.000,ANNOUNCE,survey-22-0021,r01,"{""deadline"":47.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":46.0,""t_ref"":0.0,""task_id"":""survey-22-0021"",""type"":""survey""}"
46.000,ANNOUNCE,survey-18-0018,r04,"{""deadline"":47.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.4000000000000001],""sender"":""r04"",""t"":46.0,""t_ref"":0.0,""task_id"":""survey-18-0018"",""type"":""survey""}"
47.000,ANNOUNCE,survey-21-0020,r00,"{""deadline"":48.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":47.0,""t_ref"":0.0,""task_id"":""survey-21-0020"",""type"":""survey""}"
47.000,ANNOUNCE,survey-22-0021,r01,"{""deadline"":48.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":47.0,""t_ref"":0.0,""task_id"":""survey-22-0021"",""type"":""survey""}"
47.000,FAILED,survey-18-0018,r04,{}
47.000,ANNOUNCE,survey-20-0019,r06,"{""deadline"":48.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":47.0,""t_ref"":0.0,""task_id"":""survey-20-0019"",""type"":""survey""}"
48.000,ANNOUNCE,survey-19-0022,r05,"{""deadline"":49.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":48.0,""t_ref"":0.0,""task_id"":""survey-19-0022"",""type"":""survey""}"
48.000,ANNOUNCE,survey-23-0023,r02,"{""deadline"":49.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":48.0,""t_ref"":0.0,""task_id"":""survey-23-0023"",""type"":""survey""}"
48.000,ANNOUNCE,survey-24-0024,r03,"{""deadline"":49.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":48.0,""t_ref"":0.0,""task_id"":""survey-24-0024"",""type"":""survey""}"
48.000,ANNOUNCE,survey-21-0020,r00,"{""deadline"":49.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":48.0,""t_ref"":0.0,""task_id"":""survey-21-0020"",""type"":""survey""}"
48.000,ANNOUNCE,survey-22-0021,r01,"{""deadline"":49.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":48.0,""t_ref"":0.0,""task_id"":""survey-22-0021"",""type"":""survey""}"
48.000,ANNOUNCE,survey-20-0019,r06,"{""deadline"":49.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":48.0,""t_ref"":0.0,""task_id"":""survey-20-0019"",""type"":""survey""}"
49.000,FAILED,survey-21-0020,r00,{}
49.000,FAILED,survey-22-0021,r01,{}
49.000,ANNOUNCE,survey-23-0023,r02,"{""deadline"":50.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":49.0,""t_ref"":0.0,""task_id"":""survey-23-0023"",""type"":""survey""}"
49.000,ANNOUNCE,survey-24-0024,r03,"{""deadline"":50.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":49.0,""t_ref"":0.0,""task_id"":""survey-24-0024"",""type"":""survey""}"
49.000,ANNOUNCE,survey-19-0022,r05,"{""deadline"":50.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":49.0,""t_ref"":0.0,""task_id"":""survey-19-0022"",""type"":""survey""}"
49.000,FAILED,survey-20-0019,r06,{}
50.000,ANNOUNCE,survey-00-0025,r00,"{""deadline"":51.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":50.0,""t_ref"":7.5,""task_id"":""survey-00-0025"",""type"":""survey""}"
50.000,ANNOUNCE,survey-14-0026,r00,"{""deadline"":51.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":50.0,""t_ref"":29.0,""task_id"":""survey-14-0026"",""type"":""survey""}"
50.000,ANNOUNCE,survey-23-0023,r02,"{""deadline"":51.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":50.0,""t_ref"":0.0,""task_id"":""survey-23-0023"",""type"":""survey""}"
50.000,ANNOUNCE,survey-24-0024,r03,"{""deadline"":51.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":50.0,""t_ref"":0.0,""task_id"":""survey-24-0024"",""type"":""survey""}"
50.000,ANNOUNCE,survey-19-0022,r05,"{""deadline"":51.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":50.0,""t_ref"":0.0,""task_id"":""survey-19-0022"",""type"":""survey""}"
51.000,ANNOUNCE,survey-00-0025,r00,"{""deadline"":52.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":51.0,""t_ref"":7.5,""task_id"":""survey-00-0025"",""type"":""survey""}"
51.000,ANNOUNCE,survey-14-0026,r00,"{""deadline"":52.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":51.0,""t_ref"":29.0,""task_id"":""survey-14-0026"",""type"":""survey""}"
51.000,FAILED,survey-23-0023,r02,{}
51.000,FAILED,survey-24-0024,r03,{}
51.000,FAILED,survey-19-0022,r05,{}
52.000,ANNOUNCE,survey-04-0027,r04,"{""deadline"":53.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":52.0,""t_ref"":11.5,""task_id"":""survey-04-0027"",""type"":""survey""}"
52.000,ANNOUNCE,survey-00-0025,r00,"{""deadline"":53.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":52.0,""t_ref"":7.5,""task_id"":""survey-00-0025"",""type"":""survey""}"
52.000,ANNOUNCE,survey-14-0026,r00,"{""deadline"":53.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":52.0,""t_ref"":29.0,""task_id"":""survey-14-0026"",""type"":""survey""}"
53.000,FAILED,survey-00-0025,r00,{}
53.000,FAILED,survey-14-0026,r00,{}
53.000,ANNOUNCE,survey-04-0027,r04,"{""deadline"":54.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":53.0,""t_ref"":11.5,""task_id"":""survey-04-0027"",""type"":""survey""}"
54.000,ANNOUNCE,survey-02-0028,r02,"{""deadline"":55.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,0.2],""sender"":""r02"",""t"":54.0,""t_ref"":13.5,""task_id"":""survey-02-0028"",""type"":""survey""}"
54.000,ANNOUNCE,survey-13-0029,r06,"{""deadline"":55.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.0],""sender"":""r06"",""t"":54.0,""t_ref"":34.0,""task_id"":""survey-13-0029"",""type"":""survey""}"
54.000,ANNOUNCE,survey-04-0027,r04,"{""deadline"":55.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":54.0,""t_ref"":11.5,""task_id"":""survey-04-0027"",""type"":""survey""}"
55.000,ANNOUNCE,survey-02-0028,r02,"{""deadline"":56.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,0.2],""sender"":""r02"",""t"":55.0,""t_ref"":13.5,""task_id"":""survey-02-0028"",""type"":""survey""}"
55.000,FAILED,survey-04-0027,r04,{}
55.000,ANNOUNCE,survey-13-0029,r06,"{""deadline"":56.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.0],""sender"":""r06"",""t"":55.0,""t_ref"":34.0,""task_id"":""survey-13-0029"",""type"":""survey""}"
56.000,ANNOUNCE,survey-01-0030,r01,"{""deadline"":57.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,0.2],""sender"":""r01"",""t"":56.0,""t_ref"":14.5,""task_id"":""survey-01-0030"",""type"":""survey""}"
56.000,ANNOUNCE,survey-03-0031,r03,"{""deadline"":57.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,0.2],""sender"":""r03"",""t"":56.0,""t_ref"":15.0,""task_id"":""survey-03-0031"",""type"":""survey""}"
56.000,ANNOUNCE,survey-02-0028,r02,"{""deadline"":57.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,0.2],""sender"":""r02"",""t"":56.0,""t_ref"":13.5,""task_id"":""survey-02-0028"",""type"":""survey""}"
56.000,ANNOUNCE,survey-13-0029,r06,"{""deadline"":57.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.0],""sender"":""r06"",""t"":56.0,""t_ref"":34.0,""task_id"":""survey-13-0029"",""type"":""survey""}"
57.000,ANNOUNCE,survey-01-0030,r01,"{""deadline"":58.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,0.2],""sender"":""r01"",""t"":57.0,""t_ref"":14.5,""task_id"":""survey-01-0030"",""type"":""survey""}"
57.000,FAILED,survey-02-0028,r02,{}
57.000,ANNOUNCE,survey-03-0031,r03,"{""deadline"":58.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,0.2],""sender"":""r03"",""t"":57.0,""t_ref"":15.0,""task_id"":""survey-03-0031"",""type"":""survey""}"
57.000,FAILED,survey-13-0029,r06,{}
58.000,ANNOUNCE,survey-08-0032,r01,"{""deadline"":59.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,0.6000000000000001],""sender"":""r01"",""t"":58.0,""t_ref"":39.0,""task_id"":""survey-08-0032"",""type"":""survey""}"
58.000,ANNOUNCE,survey-17-0033,r03,"{""deadline"":59.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.4000000000000001],""sender"":""r03"",""t"":58.0,""t_ref"":39.0,""task_id"":""survey-17-0033"",""type"":""survey""}"
58.000,ANNOUNCE,survey-01-0030,r01,"{""deadline"":59.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,0.2],""sender"":""r01"",""t"":58.0,""t_ref"":14.5,""task_id"":""survey-01-0030"",""type"":""survey""}"
58.000,ANNOUNCE,survey-03-0031,r03,"{""deadline"":59.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,0.2],""sender"":""r03"",""t"":58.0,""t_ref"":15.0,""task_id"":""survey-03-0031"",""type"":""survey""}"
59.000,FAILED,survey-01-0030,r01,{}
59.000,ANNOUNCE,survey-08-0032,r01,"{""deadline"":60.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,0.6000000000000001],""sender"":""r01"",""t"":59.0,""t_ref"":39.0,""task_id"":""survey-08-0032"",""type"":""survey""}"
59.000,FAILED,survey-03-0031,r03,{}
59.000,ANNOUNCE,survey-17-0033,r03,"{""deadline"":60.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.4000000000000001],""sender"":""r03"",""t"":59.0,""t_ref"":39.0,""task_id"":""survey-17-0033"",""type"":""survey""}"
59.900,DONE,roi-025,r06,"{""sender"":""r06"",""t"":59.9,""task_id"":""roi-025""}"
60.000,ANNOUNCE,survey-09-0034,r02,"{""deadline"":61.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":60.0,""t_ref"":19.0,""task_id"":""survey-09-0034"",""type"":""survey""}"
60.000,ANNOUNCE,survey-12-0035,r05,"{""deadline"":61.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.0],""sender"":""r05"",""t"":60.0,""t_ref"":40.0,""task_id"":""survey-12-0035"",""type"":""survey""}"
60.000,ANNOUNCE,survey-08-0032,r01,"{""deadline"":61.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,0.6000000000000001],""sender"":""r01"",""t"":60.0,""t_ref"":39.0,""task_id"":""survey-08-0032"",""type"":""survey""}"
60.000,ANNOUNCE,survey-17-0033,r03,"{""deadline"":61.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.4000000000000001],""sender"":""r03"",""t"":60.0,""t_ref"":39.0,""task_id"":""survey-17-0033"",""type"":""survey""}"
60.100,BID,survey-17-0033,r06,"{""cost"":0.320767007474567,""sender"":""r06"",""t"":60.1,""task_id"":""survey-17-0033""}"
61.000,FAILED,survey-08-0032,r01,{}
61.000,ANNOUNCE,survey-09-0034,r02,"{""deadline"":62.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":61.0,""t_ref"":19.0,""task_id"":""survey-09-0034"",""type"":""survey""}"
61.000,AWARD,survey-17-0033,r03,"{""sender"":""r03"",""t"":61.0,""task_id"":""survey-17-0033"",""winners"":[""r06""]}"
61.000,ANNOUNCE,survey-12-0035,r05,"{""deadline"":62.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.0],""sender"":""r05"",""t"":61.0,""t_ref"":40.0,""task_id"":""survey-12-0035"",""type"":""survey""}"
62.000,ANNOUNCE,survey-09-0034,r02,"{""deadline"":63.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":62.0,""t_ref"":19.0,""task_id"":""survey-09-0034"",""type"":""survey""}"
62.000,ANNOUNCE,survey-12-0035,r05,"{""deadline"":63.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.0],""sender"":""r05"",""t"":62.0,""t_ref"":40.0,""task_id"":""survey-12-0035"",""type"":""survey""}"
63.000,FAILED,survey-09-0034,r02,{}
63.000,FAILED,survey-12-0035,r05,{}
63.000,DONE,roi-003,r05,"{""sender"":""r05"",""t"":63.0,""task_id"":""roi-003""}"
66.000,ANNOUNCE,survey-18-0036,r04,"{""deadline"":67.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.4000000000000001],""sender"":""r04"",""t"":66.0,""t_ref"":0.0,""task_id"":""survey-18-0036"",""type"":""survey""}"
66.800,DONE,roi-011,r01,"{""sender"":""r01"",""t"":66.8,""task_id"":""roi-011""}"
67.000,ANNOUNCE,survey-18-0036,r04,"{""deadline"":68.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.4000000000000001],""sender"":""r04"",""t"":67.0,""t_ref"":0.0,""task_id"":""survey-18-0036"",""type"":""survey""}"
67.100,BID,survey-18-0036,r01,"{""cost"":0.2745957297834291,""sender"":""r01"",""t"":67.1,""task_id"":""survey-18-0036""}"
67.100,BID,survey-18-0036,r03,"{""cost"":0.25853015505868254,""sender"":""r03"",""t"":67.1,""task_id"":""survey-18-0036""}"
67.100,BID,survey-18-0036,r04,"{""cost"":0.27421614167542885,""sender"":""r04"",""t"":67.1,""task_id"":""survey-18-0036""}"
68.000,ANNOUNCE,survey-20-0037,r06,"{""deadline"":69.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":68.0,""t_ref"":0.0,""task_id"":""survey-20-0037"",""type"":""survey""}"
68.000,ANNOUNCE,survey-21-0038,r00,"{""deadline"":69.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":68.0,""t_ref"":0.0,""task_id"":""survey-21-0038"",""type"":""survey""}"
68.000,ANNOUNCE,survey-22-0039,r01,"{""deadline"":69.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":68.0,""t_ref"":0.0,""task_id"":""survey-22-0039"",""type"":""survey""}"
68.000,AWARD,survey-18-0036,r04,"{""sender"":""r04"",""t"":68.0,""task_id"":""survey-18-0036"",""winners"":[""r04""]}"
68.100,BID,survey-21-0038,r03,"{""cost"":0.18513572565288497,""sender"":""r03"",""t"":68.1,""task_id"":""survey-21-0038""}"
69.000,AWARD,survey-21-0038,r00,"{""sender"":""r00"",""t"":69.0,""task_id"":""survey-21-0038"",""winners"":[""r03""]}"
69.000,ANNOUNCE,survey-22-0039,r01,"{""deadline"":70.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":69.0,""t_ref"":0.0,""task_id"":""survey-22-0039"",""type"":""survey""}"
69.000,ANNOUNCE,survey-20-0037,r06,"{""deadline"":70.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":69.0,""t_ref"":0.0,""task_id"":""survey-20-0037"",""type"":""survey""}"
69.100,BID,survey-22-0039,r01,"{""cost"":0.2217193550257949,""sender"":""r01"",""t"":69.1,""task_id"":""survey-22-0039""}"
70.000,ANNOUNCE,survey-19-0040,r05,"{""deadline"":71.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":70.0,""t_ref"":0.0,""task_id"":""survey-19-0040"",""type"":""survey""}"
70.000,ANNOUNCE,survey-23-0041,r02,"{""deadline"":71.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":70.0,""t_ref"":0.0,""task_id"":""survey-23-0041"",""type"":""survey""}"
70.000,ANNOUNCE,survey-24-0042,r03,"{""deadline"":71.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":70.0,""t_ref"":0.0,""task_id"":""survey-24-0042"",""type"":""survey""}"
70.000,AWARD,survey-22-0039,r01,"{""sender"":""r01"",""t"":70.0,""task_id"":""survey-22-0039"",""winners"":[""r01""]}"
70.000,ANNOUNCE,survey-20-0037,r06,"{""deadline"":71.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":70.0,""t_ref"":0.0,""task_id"":""survey-20-0037"",""type"":""survey""}"
71.000,ANNOUNCE,survey-23-0041,r02,"{""deadline"":72.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":71.0,""t_ref"":0.0,""task_id"":""survey-23-0041"",""type"":""survey""}"
71.000,ANNOUNCE,survey-24-0042,r03,"{""deadline"":72.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":71.0,""t_ref"":0.0,""task_id"":""survey-24-0042"",""type"":""survey""}"
71.000,ANNOUNCE,survey-19-0040,r05,"{""deadline"":72.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":71.0,""t_ref"":0.0,""task_id"":""survey-19-0040"",""type"":""survey""}"
71.000,FAILED,survey-20-0037,r06,{}
72.000,ANNOUNCE,survey-00-0043,r00,"{""deadline"":73.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":72.0,""t_ref"":7.5,""task_id"":""survey-00-0043"",""type"":""survey""}"
72.000,ANNOUNCE,survey-14-0044,r00,"{""deadline"":73.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":72.0,""t_ref"":29.0,""task_id"":""survey-14-0044"",""type"":""survey""}"
72.000,ANNOUNCE,survey-10-0045,r03,"{""deadline"":73.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":72.0,""t_ref"":53.0,""task_id"":""survey-10-0045"",""type"":""survey""}"
72.000,ANNOUNCE,survey-23-0041,r02,"{""deadline"":73.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":72.0,""t_ref"":0.0,""task_id"":""survey-23-0041"",""type"":""survey""}"
72.000,ANNOUNCE,survey-24-0042,r03,"{""deadline"":73.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":72.0,""t_ref"":0.0,""task_id"":""survey-24-0042"",""type"":""survey""}"
72.000,ANNOUNCE,survey-19-0040,r05,"{""deadline"":73.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":72.0,""t_ref"":0.0,""task_id"":""survey-19-0040"",""type"":""survey""}"
73.000,ANNOUNCE,survey-00-0043,r00,"{""deadline"":74.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,0.2],""sender"":""r00"",""t"":73.0,""t_ref"":7.5,""task_id"":""survey-00-0043"",""type"":""survey""}"
73.000,ANNOUNCE,survey-14-0044,r00,"{""deadline"":74.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.0],""sender"":""r00"",""t"":73.0,""t_ref"":29.0,""task_id"":""survey-14-0044"",""type"":""survey""}"
