t,event_type,task_id,robot_id,payload_json
158.000,ANNOUNCE,survey-15-0088,r01,"{""deadline"":159.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.4000000000000001],""sender"":""r01"",""t"":158.0,""t_ref"":0.0,""task_id"":""survey-15-0088"",""type"":""survey""}"
158.000,AWARD,survey-17-0089,r03,"{""sender"":""r03"",""t"":158.0,""task_id"":""survey-17-0089"",""winners"":[""r05""]}"
158.100,BID,survey-24-0091,r00,"{""cost"":0.6999357691545203,""sender"":""r00"",""t"":158.1,""task_id"":""survey-24-0091""}"
159.000,FAILED,survey-15-0088,r01,{}
159.000,ANNOUNCE,survey-22-0092,r01,"{""deadline"":160.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":159.0,""t_ref"":86.5,""task_id"":""survey-22-0092"",""type"":""survey""}"
159.000,AWARD,survey-24-0091,r03,"{""sender"":""r03"",""t"":159.0,""task_id"":""survey-24-0091"",""winners"":[""r00""]}"
159.000,ANNOUNCE,survey-19-0090,r05,"{""deadline"":160.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":159.0,""t_ref"":0.0,""task_id"":""survey-19-0090"",""type"":""survey""}"
159.500,DETECTED,roi-008,r03,"{""event_created_at"":158.47011493249178,""latency"":1.0298850675082178}"
159.500,ANNOUNCE,roi-008,r03,"{""deadline"":160.5,""duration"":15.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.6,""pos"":[1.2783065242635958,1.2051662906539378],""sender"":""r03"",""t"":159.5,""t_ref"":159.5,""task_id"":""roi-008"",""type"":""guard""}"
159.600,BID,roi-008,r00,"{""cost"":0.40029844427360983,""sender"":""r00"",""t"":159.6,""task_id"":""roi-008""}"
159.600,BID,roi-008,r01,"{""cost"":0.3495321479712617,""sender"":""r01"",""t"":159.6,""task_id"":""roi-008""}"
159.600,BID,roi-008,r02,"{""cost"":0.3347810729870092,""sender"":""r02"",""t"":159.6,""task_id"":""roi-008""}"
159.600,BID,roi-008,r03,"{""cost"":0.10352063382064623,""sender"":""r03"",""t"":159.6,""task_id"":""roi-008""}"
159.600,BID,roi-008,r04,"{""cost"":0.40720356782687034,""sender"":""r04"",""t"":159.6,""task_id"":""roi-008""}"
159.600,BID,roi-008,r05,"{""cost"":0.38691578293350676,""sender"":""r05"",""t"":159.6,""task_id"":""roi-008""}"
159.600,BID,roi-008,r06,"{""cost"":0.33788447370234953,""sender"":""r06"",""t"":159.6,""task_id"":""roi-008""}"
160.000,ANNOUNCE,survey-10-0093,r03,"{""deadline"":161.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":160.0,""t_ref"":53.0,""task_id"":""survey-10-0093"",""type"":""survey""}"
160.000,ANNOUNCE,survey-20-0094,r06,"{""deadline"":161.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":160.0,""t_ref"":138.0,""task_id"":""survey-20-0094"",""type"":""survey""}"
160.000,ANNOUNCE,survey-21-0095,r00,"{""deadline"":161.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":160.0,""t_ref"":139.0,""task_id"":""survey-21-0095"",""type"":""survey""}"
160.000,ANNOUNCE,survey-22-0092,r01,"{""deadline"":161.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":160.0,""t_ref"":86.5,""task_id"":""survey-22-0092"",""type"":""survey""}"
160.000,ANNOUNCE,survey-19-0090,r05,"{""deadline"":161.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":160.0,""t_ref"":0.0,""task_id"":""survey-19-0090"",""type"":""survey""}"
160.500,AWARD,roi-008,r03,"{""sender"":""r03"",""t"":160.5,""task_id"":""roi-008"",""winners"":[""r02""]}"
161.000,ANNOUNCE,survey-21-0095,r00,"{""deadline"":162.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":161.0,""t_ref"":139.0,""task_id"":""survey-21-0095"",""type"":""survey""}"
161.000,FAILED,survey-22-0092,r01,{}
161.000,ANNOUNCE,survey-10-0093,r03,"{""deadline"":162.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":161.0,""t_ref"":53.0,""task_id"":""survey-10-0093"",""type"":""survey""}"
161.000,FAILED,survey-19-0090,r05,{}
161.000,ANNOUNCE,survey-20-0094,r06,"{""deadline"":162.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":161.0,""t_ref"":138.0,""task_id"":""survey-20-0094"",""type"":""survey""}"
161.200,DONE,survey-03-0078,r01,"{""sender"":""r01"",""t"":161.2,""task_id"":""survey-03-0078""}"
162.000,ANNOUNCE,survey-21-0095,r00,"{""deadline"":163.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":162.0,""t_ref"":139.0,""task_id"":""survey-21-0095"",""type"":""survey""}"
162.000,ANNOUNCE,survey-10-0093,r03,"{""deadline"":163.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":162.0,""t_ref"":53.0,""task_id"":""survey-10-0093"",""type"":""survey""}"
162.000,ANNOUNCE,survey-20-0094,r06,"{""deadline"":163.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":162.0,""t_ref"":138.0,""task_id"":""survey-20-0094"",""type"":""survey""}"
162.000,DETECTED,roi-010,r05,"{""event_created_at"":161.77666347668128,""latency"":0.22333652331872145}"
162.000,ANNOUNCE,roi-010,r05,"{""deadline"":163.0,""duration"":20.0,""k"":1.0,""lam"":0.00693,""n_req"":2,""p0"":0.4,""pos"":[0.6128435148742917,0.5248871775957223],""sender"":""r05"",""t"":162.0,""t_ref"":162.0,""task_id"":""roi-010"",""type"":""push""}"
162.100,BID,roi-010,r00,"{""cost"":0.09014797974132434,""sender"":""r00"",""t"":162.1,""task_id"":""roi-010""}"
162.100,BID,survey-21-0095,r01,"{""cost"":0.622976658936052,""sender"":""r01"",""t"":162.1,""task_id"":""survey-21-0095""}"
162.100,BID,roi-010,r01,"{""cost"":0.29307679437578116,""sender"":""r01"",""t"":162.1,""task_id"":""roi-010""}"
162.100,BID,roi-010,r02,"{""cost"":0.7334527575168899,""sender"":""r02"",""t"":162.1,""task_id"":""roi-010""}"
162.100,BID,roi-010,r03,"{""cost"":0.30002400771709953,""sender"":""r03"",""t"":162.1,""task_id"":""roi-010""}"
162.100,BID,roi-010,r04,"{""cost"":0.13636342531624135,""sender"":""r04"",""t"":162.1,""task_id"":""roi-010""}"
162.100,BID,roi-010,r05,"{""cost"":0.025337010198801364,""sender"":""r05"",""t"":162.1,""task_id"":""roi-010""}"
162.100,BID,roi-010,r06,"{""cost"":0.5687156649401356,""sender"":""r06"",""t"":162.1,""task_id"":""roi-010""}"
162.500,DONE,survey-05-0083,r04,"{""sender"":""r04"",""t"":162.5,""task_id"":""survey-05-0083""}"
163.000,AWARD,survey-21-0095,r00,"{""sender"":""r00"",""t"":163.0,""task_id"":""survey-21-0095"",""winners"":[""r01""]}"
163.000,FAILED,survey-10-0093,r03,{}
163.000,AWARD,roi-010,r05,"{""sender"":""r05"",""t"":163.0,""task_id"":""roi-010"",""winners"":[""r05"",""r00""]}"
163.000,FAILED,survey-20-0094,r06,{}
163.100,RELEASE,survey-24-0091,r00,"{""reason"":""preempted"",""sender"":""r00"",""t"":163.1,""task_id"":""survey-24-0091""}"
163.100,RELEASE,survey-17-0089,r05,"{""reason"":""preempted"",""sender"":""r05"",""t"":163.1,""task_id"":""survey-17-0089""}"
163.200,ANNOUNCE,survey-17-0089,r03,"{""deadline"":164.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.4000000000000001],""sender"":""r03"",""t"":163.2,""t_ref"":136.5,""task_id"":""survey-17-0089"",""type"":""survey""}"
163.200,ANNOUNCE,survey-24-0091,r03,"{""deadline"":164.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":163.2,""t_ref"":0.0,""task_id"":""survey-24-0091"",""type"":""survey""}"
163.300,BID,survey-17-0089,r04,"{""cost"":0.39338690059255516,""sender"":""r04"",""t"":163.3,""task_id"":""survey-17-0089""}"
164.000,ANNOUNCE,survey-04-0096,r04,"{""deadline"":165.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":164.0,""t_ref"":144.0,""task_id"":""survey-04-0096"",""type"":""survey""}"
164.000,ANNOUNCE,survey-16-0097,r02,"{""deadline"":165.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.4000000000000001],""sender"":""r02"",""t"":164.0,""t_ref"":145.0,""task_id"":""survey-16-0097"",""type"":""survey""}"
164.200,AWARD,survey-17-0089,r03,"{""sender"":""r03"",""t"":164.2,""task_id"":""survey-17-0089"",""winners"":[""r04""]}"
164.200,ANNOUNCE,survey-24-0091,r03,"{""deadline"":165.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":164.2,""t_ref"":0.0,""task_id"":""survey-24-0091"",""type"":""survey""}"
165.000,ANNOUNCE,survey-16-0097,r02,"{""deadline"":166.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.4000000000000001],""sender"":""r02"",""t"":165.0,""t_ref"":145.0,""task_id"":""survey-16-0097"",""type"":""survey""}"
165.000,ANNOUNCE,survey-04-0096,r04,"{""deadline"":166.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":165.0,""t_ref"":144.0,""task_id"":""survey-04-0096"",""type"":""survey""}"
165.000,DETECTED,roi-002,r03,"{""event_created_at"":164.87392145230396,""latency"":0.12607854769603932}"
165.000,ANNOUNCE,roi-002,r03,"{""deadline"":166.0,""duration"":15.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.6,""pos"":[1.4270908841709977,1.411941862959882],""sender"":""r03"",""t"":165.0,""t_ref"":165.0,""task_id"":""roi-002"",""type"":""guard""}"
165.100,BID,roi-002,r00,"{""cost"":0.5815409206255364,""sender"":""r00"",""t"":165.1,""task_id"":""roi-002""}"
165.100,BID,roi-002,r01,"{""cost"":0.3909717022708244,""sender"":""r01"",""t"":165.1,""task_id"":""roi-002""}"
165.100,BID,roi-002,r02,"{""cost"":0.522876555880245,""sender"":""r02"",""t"":165.1,""task_id"":""roi-002""}"
165.100,BID,roi-002,r03,"{""cost"":0.05789817437855367,""sender"":""r03"",""t"":165.1,""task_id"":""roi-002""}"
165.100,BID,roi-002,r04,"{""cost"":0.500708659129588,""sender"":""r04"",""t"":165.1,""task_id"":""roi-002""}"
165.100,BID,roi-002,r05,"{""cost"":0.5653139153604017,""sender"":""r05"",""t"":165.1,""task_id"":""roi-002""}"
165.100,BID,roi-002,r06,"{""cost"":0.3588398208203656,""sender"":""r06"",""t"":165.1,""task_id"":""roi-002""}"
165.200,ANNOUNCE,survey-24-0091,r03,"{""deadline"":166.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.8],""sender"":""r03"",""t"":165.2,""t_ref"":0.0,""task_id"":""survey-24-0091"",""type"":""survey""}"
166.000,ANNOUNCE,survey-16-0097,r02,"{""deadline"":167.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.4000000000000001],""sender"":""r02"",""t"":166.0,""t_ref"":145.0,""task_id"":""survey-16-0097"",""type"":""survey""}"
166.000,AWARD,roi-002,r03,"{""sender"":""r03"",""t"":166.0,""task_id"":""roi-002"",""winners"":[""r03""]}"
166.000,ANNOUNCE,survey-04-0096,r04,"{""deadline"":167.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.2],""sender"":""r04"",""t"":166.0,""t_ref"":144.0,""task_id"":""survey-04-0096"",""type"":""survey""}"
166.100,RELEASE,survey-23-0086,r03,"{""reason"":""preempted"",""sender"":""r03"",""t"":166.1,""task_id"":""survey-23-0086""}"
166.200,ANNOUNCE,survey-23-0086,r02,"{""deadline"":167.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":166.2,""t_ref"":121.5,""task_id"":""survey-23-0086"",""type"":""survey""}"
166.200,FAILED,survey-24-0091,r03,{}
167.000,FAILED,survey-16-0097,r02,{}
167.000,FAILED,survey-04-0096,r04,{}
167.200,ANNOUNCE,survey-23-0086,r02,"{""deadline"":168.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":167.2,""t_ref"":121.5,""task_id"":""survey-23-0086"",""type"":""survey""}"
168.000,ANNOUNCE,survey-11-0098,r04,"{""deadline"":169.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.0],""sender"":""r04"",""t"":168.0,""t_ref"":148.0,""task_id"":""survey-11-0098"",""type"":""survey""}"
168.200,ANNOUNCE,survey-23-0086,r02,"{""deadline"":169.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.4000000000000001,1.8],""sender"":""r02"",""t"":168.2,""t_ref"":121.5,""task_id"":""survey-23-0086"",""type"":""survey""}"
169.000,ANNOUNCE,survey-11-0098,r04,"{""deadline"":170.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.0],""sender"":""r04"",""t"":169.0,""t_ref"":148.0,""task_id"":""survey-11-0098"",""type"":""survey""}"
169.000,DETECTED,roi-024,r01,"{""event_created_at"":168.2653147755789,""latency"":0.7346852244210993}"
169.000,ANNOUNCE,roi-024,r01,"{""deadline"":170.0,""duration"":10.0,""k"":1.0,""lam"":0.00693,""n_req"":3,""p0"":0.8,""pos"":[1.2817707483621725,0.8836281577592675],""sender"":""r01"",""t"":169.0,""t_ref"":169.0,""task_id"":""roi-024"",""type"":""surround""}"
169.100,BID,roi-024,r00,"{""cost"":0.4286190726988658,""sender"":""r00"",""t"":169.1,""task_id"":""roi-024""}"
169.100,BID,roi-024,r01,"{""cost"":0.10507470618678605,""sender"":""r01"",""t"":169.1,""task_id"":""roi-024""}"
169.100,BID,roi-024,r02,"{""cost"":0.4711226963505996,""sender"":""r02"",""t"":169.1,""task_id"":""roi-024""}"
169.100,BID,roi-024,r03,"{""cost"":0.36031318293270087,""sender"":""r03"",""t"":169.1,""task_id"":""roi-024""}"
169.100,BID,roi-024,r04,"{""cost"":0.295687951683262,""sender"":""r04"",""t"":169.1,""task_id"":""roi-024""}"
169.100,BID,roi-024,r05,"{""cost"":0.4274190542041524,""sender"":""r05"",""t"":169.1,""task_id"":""roi-024""}"
169.100,BID,roi-024,r06,"{""cost"":0.3069208739297395,""sender"":""r06"",""t"":169.1,""task_id"":""roi-024""}"
169.200,FAILED,survey-23-0086,r02,{}
170.000,ANNOUNCE,survey-09-0099,r02,"{""deadline"":171.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":170.0,""t_ref"":150.0,""task_id"":""survey-09-0099"",""type"":""survey""}"
170.000,AWARD,roi-024,r01,"{""sender"":""r01"",""t"":170.0,""task_id"":""roi-024"",""winners"":[""r01"",""r06"",""r03""]}"
170.000,ANNOUNCE,survey-11-0098,r04,"{""deadline"":171.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.0],""sender"":""r04"",""t"":170.0,""t_ref"":148.0,""task_id"":""survey-11-0098"",""type"":""survey""}"
170.100,RELEASE,survey-21-0095,r01,"{""reason"":""preempted"",""sender"":""r01"",""t"":170.1,""task_id"":""survey-21-0095""}"
170.200,ANNOUNCE,survey-21-0095,r00,"{""deadline"":171.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":170.2,""t_ref"":139.0,""task_id"":""survey-21-0095"",""type"":""survey""}"
171.000,ANNOUNCE,survey-09-0099,r02,"{""deadline"":172.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":171.0,""t_ref"":150.0,""task_id"":""survey-09-0099"",""type"":""survey""}"
171.000,FAILED,survey-11-0098,r04,{}
171.200,ANNOUNCE,survey-21-0095,r00,"{""deadline"":172.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":171.2,""t_ref"":139.0,""task_id"":""survey-21-0095"",""type"":""survey""}"
172.000,ANNOUNCE,survey-09-0099,r02,"{""deadline"":173.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,0.6000000000000001],""sender"":""r02"",""t"":172.0,""t_ref"":150.0,""task_id"":""survey-09-0099"",""type"":""survey""}"
172.200,ANNOUNCE,survey-21-0095,r00,"{""deadline"":173.2,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.6000000000000001,1.8],""sender"":""r00"",""t"":172.2,""t_ref"":139.0,""task_id"":""survey-21-0095"",""type"":""survey""}"
173.000,FAILED,survey-09-0099,r02,{}
173.200,FAILED,survey-21-0095,r00,{}
175.400,DONE,roi-020,r02,"{""sender"":""r02"",""t"":175.4,""task_id"":""roi-020""}"
176.500,DETECTED,roi-013,r00,"{""event_created_at"":176.06616286836706,""latency"":0.43383713163294146}"
176.500,ANNOUNCE,roi-013,r00,"{""deadline"":177.5,""duration"":15.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.6,""pos"":[0.8108729496639469,0.47232302721569264],""sender"":""r00"",""t"":176.5,""t_ref"":176.5,""task_id"":""roi-013"",""type"":""guard""}"
176.600,BID,roi-013,r00,"{""cost"":0.22737314161533095,""sender"":""r00"",""t"":176.6,""task_id"":""roi-013""}"
176.600,BID,roi-013,r01,"{""cost"":0.3780574988338811,""sender"":""r01"",""t"":176.6,""task_id"":""roi-013""}"
176.600,BID,roi-013,r02,"{""cost"":0.5108376343961887,""sender"":""r02"",""t"":176.6,""task_id"":""roi-013""}"
176.600,BID,roi-013,r03,"{""cost"":0.7266452349780221,""sender"":""r03"",""t"":176.6,""task_id"":""roi-013""}"
176.600,BID,roi-013,r04,"{""cost"":0.27718319561685406,""sender"":""r04"",""t"":176.6,""task_id"":""roi-013""}"
176.600,BID,roi-013,r05,"{""cost"":0.24078428815821346,""sender"":""r05"",""t"":176.6,""task_id"":""roi-013""}"
176.600,BID,roi-013,r06,"{""cost"":0.5124524573948354,""sender"":""r06"",""t"":176.6,""task_id"":""roi-013""}"
177.500,AWARD,roi-013,r00,"{""sender"":""r00"",""t"":177.5,""task_id"":""roi-013"",""winners"":[""r00""]}"
178.000,ANNOUNCE,survey-15-0100,r01,"{""deadline"":179.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.4000000000000001],""sender"":""r01"",""t"":178.0,""t_ref"":0.0,""task_id"":""survey-15-0100"",""type"":""survey""}"
178.600,RELEASE,roi-001,r05,"{""reason"":""coordination_timeout"",""sender"":""r05"",""t"":178.6,""task_id"":""roi-001""}"
178.600,ANNOUNCE,roi-001,r05,"{""deadline"":179.6,""duration"":15.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.6,""pos"":[1.342573203097012,0.1722898936752511],""sender"":""r05"",""t"":178.6,""t_ref"":87.5,""task_id"":""roi-001"",""type"":""guard""}"
178.700,BID,roi-001,r00,"{""cost"":0.6077241155424116,""sender"":""r00"",""t"":178.7,""task_id"":""roi-001""}"
178.700,BID,roi-001,r01,"{""cost"":0.40938975425041124,""sender"":""r01"",""t"":178.7,""task_id"":""roi-001""}"
178.700,BID,roi-001,r02,"{""cost"":0.47473648625978115,""sender"":""r02"",""t"":178.7,""task_id"":""roi-001""}"
178.700,BID,roi-001,r03,"{""cost"":0.7747454082753529,""sender"":""r03"",""t"":178.7,""task_id"":""roi-001""}"
178.700,BID,roi-001,r04,"{""cost"":0.44483553653701163,""sender"":""r04"",""t"":178.7,""task_id"":""roi-001""}"
178.700,BID,roi-001,r05,"{""cost"":0.45640941236209764,""sender"":""r05"",""t"":178.7,""task_id"":""roi-001""}"
178.700,BID,roi-001,r06,"{""cost"":0.4358210985345242,""sender"":""r06"",""t"":178.7,""task_id"":""roi-001""}"
179.000,ANNOUNCE,survey-15-0100,r01,"{""deadline"":180.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.4000000000000001],""sender"":""r01"",""t"":179.0,""t_ref"":0.0,""task_id"":""survey-15-0100"",""type"":""survey""}"
179.600,AWARD,roi-001,r05,"{""sender"":""r05"",""t"":179.6,""task_id"":""roi-001"",""winners"":[""r01""]}"
180.000,ANNOUNCE,survey-19-0101,r05,"{""deadline"":181.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":180.0,""t_ref"":0.0,""task_id"":""survey-19-0101"",""type"":""survey""}"
180.000,ANNOUNCE,survey-22-0102,r01,"{""deadline"":181.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":180.0,""t_ref"":86.5,""task_id"":""survey-22-0102"",""type"":""survey""}"
180.000,ANNOUNCE,survey-15-0100,r01,"{""deadline"":181.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.4000000000000001],""sender"":""r01"",""t"":180.0,""t_ref"":0.0,""task_id"":""survey-15-0100"",""type"":""survey""}"
180.600,DONE,survey-17-0089,r04,"{""sender"":""r04"",""t"":180.6,""task_id"":""survey-17-0089""}"
181.000,FAILED,survey-15-0100,r01,{}
181.000,ANNOUNCE,survey-22-0102,r01,"{""deadline"":182.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":181.0,""t_ref"":86.5,""task_id"":""survey-22-0102"",""type"":""survey""}"
181.000,ANNOUNCE,survey-19-0101,r05,"{""deadline"":182.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":181.0,""t_ref"":0.0,""task_id"":""survey-19-0101"",""type"":""survey""}"
181.100,BID,survey-19-0101,r04,"{""cost"":0.29093016044496434,""sender"":""r04"",""t"":181.1,""task_id"":""survey-19-0101""}"
181.500,DETECTED,roi-017,r02,"{""event_created_at"":181.0091097785551,""latency"":0.4908902214448858}"
181.500,ANNOUNCE,roi-017,r02,"{""deadline"":182.5,""duration"":20.0,""k"":1.0,""lam"":0.00693,""n_req"":2,""p0"":0.4,""pos"":[1.1794578626566814,1.1923922642863103],""sender"":""r02"",""t"":181.5,""t_ref"":181.5,""task_id"":""roi-017"",""type"":""push""}"
181.600,BID,roi-017,r00,"{""cost"":0.6407081766819034,""sender"":""r00"",""t"":181.6,""task_id"":""roi-017""}"
181.600,BID,roi-017,r01,"{""cost"":0.456866344182414,""sender"":""r01"",""t"":181.6,""task_id"":""roi-017""}"
181.600,BID,roi-017,r02,"{""cost"":0.22972109386042155,""sender"":""r02"",""t"":181.6,""task_id"":""roi-017""}"
181.600,BID,roi-017,r03,"{""cost"":0.4438358290058897,""sender"":""r03"",""t"":181.6,""task_id"":""roi-017""}"
181.600,BID,roi-017,r04,"{""cost"":0.09658931639442761,""sender"":""r04"",""t"":181.6,""task_id"":""roi-017""}"
181.600,BID,roi-017,r05,"{""cost"":0.4656319637103121,""sender"":""r05"",""t"":181.6,""task_id"":""roi-017""}"
181.600,BID,roi-017,r06,"{""cost"":0.2841658326942904,""sender"":""r06"",""t"":181.6,""task_id"":""roi-017""}"
182.000,ANNOUNCE,survey-10-0103,r03,"{""deadline"":183.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":182.0,""t_ref"":53.0,""task_id"":""survey-10-0103"",""type"":""survey""}"
182.000,ANNOUNCE,survey-20-0104,r06,"{""deadline"":183.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.8],""sender"":""r06"",""t"":182.0,""t_ref"":138.0,""task_id"":""survey-20-0104"",""type"":""survey""}"
182.000,ANNOUNCE,survey-22-0102,r01,"{""deadline"":183.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.0,1.8],""sender"":""r01"",""t"":182.0,""t_ref"":86.5,""task_id"":""survey-22-0102"",""type"":""survey""}"
182.000,AWARD,survey-19-0101,r05,"{""sender"":""r05"",""t"":182.0,""task_id"":""survey-19-0101"",""winners"":[""r04""]}"
182.500,AWARD,roi-017,r02,"{""sender"":""r02"",""t"":182.5,""task_id"":""roi-017"",""winners"":[""r04"",""r02""]}"
182.600,RELEASE,survey-19-0101,r04,"{""reason"":""roi_priority"",""sender"":""r04"",""t"":182.6,""task_id"":""survey-19-0101""}"
182.700,ANNOUNCE,survey-19-0101,r05,"{""deadline"":183.7,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[1.8,1.4000000000000001],""sender"":""r05"",""t"":182.7,""t_ref"":0.0,""task_id"":""survey-19-0101"",""type"":""survey""}"
183.000,FAILED,survey-22-0102,r01,{}
183.000,ANNOUNCE,survey-10-0103,r03,"{""deadline"":184.0,""duration"":2.0,""k"":1.0,""lam"":0.00693,""n_req"":1,""p0"":0.0,""pos"":[0.2,1.0],""sender"":""r03"",""t"":183.0,""t_ref"":53.0,""task_id"":""survey-10-0103"",""type"":""survey""}"
